name,Dest,Origin,ArrDelay_mean,ArrDelay_max,ArrDelay_min,counts,OriginCityName,OriginStateName,DestCityName,DestStateName,orig_lat,orig_lon,dest_lat,dest_lon
Southwest Airlines Co.,MKE,HOU,-4.375,74.0,-33.0,208,"Houston, TX",Texas,"Milwaukee, WI",Wisconsin,29.64539909,-95.27890015,42.9472007751465,-87.896598815918
Southwest Airlines Co.,MSY,HOU,-6.150063856960409,352.0,-30.0,1566,"Houston, TX",Texas,"New Orleans, LA",Louisiana,29.64539909,-95.27890015,29.9934005737305,-90.2580032348633
Southwest Airlines Co.,OAK,HOU,-5.92479674796748,207.0,-36.0,492,"Houston, TX",Texas,"Oakland, CA",California,29.64539909,-95.27890015,37.721298,-122.221001
Southwest Airlines Co.,OKC,HOU,-5.207920792079208,206.0,-29.0,1111,"Houston, TX",Texas,"Oklahoma City, OK",Oklahoma,29.64539909,-95.27890015,35.3931007385254,-97.600700378418
Southwest Airlines Co.,OMA,HOU,-7.256578947368421,109.0,-43.0,152,"Houston, TX",Texas,"Omaha, NE",Nebraska,29.64539909,-95.27890015,41.3032,-95.894096
Southwest Airlines Co.,ONT,HOU,-5.5625,47.0,-25.0,32,"Houston, TX",Texas,"Ontario, CA",California,29.64539909,-95.27890015,34.0559997558594,-117.600997924805
Southwest Airlines Co.,PHL,HOU,-22.444444444444443,-10.0,-33.0,9,"Houston, TX",Texas,"Philadelphia, PA",Pennsylvania,29.64539909,-95.27890015,39.871898651123,-75.241096496582
Southwest Airlines Co.,PHX,HOU,-3.5389105058365757,160.0,-49.0,1542,"Houston, TX",Texas,"Phoenix, AZ",Arizona,29.64539909,-95.27890015,33.4342994689941,-112.012001037598
Southwest Airlines Co.,PIT,HOU,-13.160714285714286,76.0,-35.0,112,"Houston, TX",Texas,"Pittsburgh, PA",Pennsylvania,29.64539909,-95.27890015,40.49150085,-80.23290253
Southwest Airlines Co.,PNS,HOU,-5.823529411764706,124.0,-28.0,442,"Houston, TX",Texas,"Pensacola, FL",Florida,29.64539909,-95.27890015,30.473400115967,-87.186599731445
Southwest Airlines Co.,RDU,HOU,-8.357615894039736,54.0,-42.0,151,"Houston, TX",Texas,"Raleigh/Durham, NC",North Carolina,29.64539909,-95.27890015,35.8776016235352,-78.7874984741211
Southwest Airlines Co.,RNO,HOU,11.285714285714286,37.0,-1.0,7,"Houston, TX",Texas,"Reno, NV",Nevada,29.64539909,-95.27890015,39.4990997314453,-119.767997741699
Southwest Airlines Co.,RSW,HOU,-3.0,24.0,-19.0,15,"Houston, TX",Texas,"Fort Myers, FL",Florida,29.64539909,-95.27890015,26.5361995697021,-81.7552032470703
Southwest Airlines Co.,SAN,HOU,-6.152671755725191,167.0,-44.0,786,"Houston, TX",Texas,"San Diego, CA",California,29.64539909,-95.27890015,32.7336006165,-117.190002441
Southwest Airlines Co.,SAT,HOU,-7.168674698795181,312.0,-28.0,1328,"Houston, TX",Texas,"San Antonio, TX",Texas,29.64539909,-95.27890015,29.5337009429932,-98.4698028564453
Southwest Airlines Co.,SDF,HOU,-10.736196319018404,84.0,-34.0,163,"Houston, TX",Texas,"Louisville, KY",Kentucky,29.64539909,-95.27890015,38.1744,-85.736
Southwest Airlines Co.,SJC,HOU,-13.211009174311927,79.0,-36.0,109,"Houston, TX",Texas,"San Jose, CA",California,29.64539909,-95.27890015,37.362598,-121.929001
Southwest Airlines Co.,SJU,HOU,-10.426229508196721,87.0,-32.0,61,"Houston, TX",Texas,"San Juan, PR",Puerto Rico,29.64539909,-95.27890015,,
Southwest Airlines Co.,SLC,HOU,-2.5476190476190474,59.0,-28.0,84,"Houston, TX",Texas,"Salt Lake City, UT",Utah,29.64539909,-95.27890015,40.7883987426758,-111.977996826172
Southwest Airlines Co.,SMF,HOU,-3.0727272727272728,77.0,-24.0,55,"Houston, TX",Texas,"Sacramento, CA",California,29.64539909,-95.27890015,38.6954002380371,-121.591003417969
Southwest Airlines Co.,SNA,HOU,-4.375,33.0,-34.0,32,"Houston, TX",Texas,"Santa Ana, CA",California,29.64539909,-95.27890015,33.67570114,-117.8679962
Southwest Airlines Co.,STL,HOU,-7.652855543113102,259.0,-35.0,893,"Houston, TX",Texas,"St. Louis, MO",Missouri,29.64539909,-95.27890015,38.748697,-90.370003
Southwest Airlines Co.,TPA,HOU,-6.161044613710555,152.0,-30.0,919,"Houston, TX",Texas,"Tampa, FL",Florida,29.64539909,-95.27890015,27.9755001068115,-82.533203125
Southwest Airlines Co.,TUL,HOU,-6.614699331848552,200.0,-37.0,449,"Houston, TX",Texas,"Tulsa, OK",Oklahoma,29.64539909,-95.27890015,36.1983985900879,-95.8880996704102
Southwest Airlines Co.,TUS,HOU,-3.3333333333333335,105.0,-22.0,54,"Houston, TX",Texas,"Tucson, AZ",Arizona,29.64539909,-95.27890015,32.1161003112793,-110.94100189209
Spirit Air Lines,ATL,IAH,-7.789090909090909,351.0,-39.0,275,"Houston, TX",Texas,"Atlanta, GA",Georgia,29.9843997955322,-95.3414001464844,33.6367,-84.428101
Spirit Air Lines,BWI,IAH,-4.145945945945946,168.0,-35.0,185,"Houston, TX",Texas,"Baltimore, MD",Maryland,29.9843997955322,-95.3414001464844,39.1754,-76.668297
Spirit Air Lines,DEN,IAH,0.10546875,304.0,-44.0,256,"Houston, TX",Texas,"Denver, CO",Colorado,29.9843997955322,-95.3414001464844,39.861698150635,-104.672996521
Spirit Air Lines,DTW,IAH,0.15789473684210525,302.0,-35.0,266,"Houston, TX",Texas,"Detroit, MI",Michigan,29.9843997955322,-95.3414001464844,42.2123985290527,-83.353401184082
Spirit Air Lines,EWR,IAH,-5.075,104.0,-38.0,240,"Houston, TX",Texas,"Newark, NJ",New Jersey,29.9843997955322,-95.3414001464844,40.6925010681152,-74.168701171875
Spirit Air Lines,FLL,IAH,-6.81123595505618,261.0,-48.0,445,"Houston, TX",Texas,"Fort Lauderdale, FL",Florida,29.9843997955322,-95.3414001464844,26.072599,-80.152702
Spirit Air Lines,LAS,IAH,-5.772435897435898,244.0,-40.0,624,"Houston, TX",Texas,"Las Vegas, NV",Nevada,29.9843997955322,-95.3414001464844,36.08010101,-115.1520004
Spirit Air Lines,LAX,IAH,-7.919925512104283,251.0,-46.0,537,"Houston, TX",Texas,"Los Angeles, CA",California,29.9843997955322,-95.3414001464844,33.94250107,-118.4079971
Spirit Air Lines,MCO,IAH,-5.5394045534150615,202.0,-44.0,571,"Houston, TX",Texas,"Orlando, FL",Florida,29.9843997955322,-95.3414001464844,28.4293994903564,-81.3089981079102
Spirit Air Lines,MSY,IAH,-3.464864864864865,182.0,-33.0,185,"Houston, TX",Texas,"New Orleans, LA",Louisiana,29.9843997955322,-95.3414001464844,29.9934005737305,-90.2580032348633
Spirit Air Lines,OAK,IAH,-6.142857142857143,138.0,-37.0,70,"Houston, TX",Texas,"Oakland, CA",California,29.9843997955322,-95.3414001464844,37.721298,-122.221001
Spirit Air Lines,ORD,IAH,-6.795121951219512,314.0,-60.0,410,"Houston, TX",Texas,"Chicago, IL",Illinois,29.9843997955322,-95.3414001464844,41.9786,-87.9048
Spirit Air Lines,SAN,IAH,-8.635761589403973,150.0,-49.0,151,"Houston, TX",Texas,"San Diego, CA",California,29.9843997955322,-95.3414001464844,32.7336006165,-117.190002441
Spirit Air Lines,TPA,IAH,-5.083333333333333,132.0,-34.0,180,"Houston, TX",Texas,"Tampa, FL",Florida,29.9843997955322,-95.3414001464844,27.9755001068115,-82.533203125
United Air Lines Inc.,ABQ,IAH,-7.915492957746479,110.0,-33.0,71,"Houston, TX",Texas,"Albuquerque, NM",New Mexico,29.9843997955322,-95.3414001464844,35.040199,-106.609001
United Air Lines Inc.,ATL,IAH,-5.354497354497354,140.0,-28.0,189,"Houston, TX",Texas,"Atlanta, GA",Georgia,29.9843997955322,-95.3414001464844,33.6367,-84.428101
United Air Lines Inc.,AUS,IAH,-3.020631067961165,664.0,-33.0,824,"Houston, TX",Texas,"Austin, TX",Texas,29.9843997955322,-95.3414001464844,30.1944999694824,-97.6698989868164
United Air Lines Inc.,BNA,IAH,-6.2631578947368425,254.0,-34.0,171,"Houston, TX",Texas,"Nashville, TN",Tennessee,29.9843997955322,-95.3414001464844,36.1245002746582,-86.6781997680664
United Air Lines Inc.,BOS,IAH,-11.970588235294118,226.0,-52.0,646,"Houston, TX",Texas,"Boston, MA",Massachusetts,29.9843997955322,-95.3414001464844,42.36429977,-71.00520325
United Air Lines Inc.,BTR,IAH,-16.0,-16.0,-16.0,1,"Houston, TX",Texas,"Baton Rouge, LA",Louisiana,29.9843997955322,-95.3414001464844,30.533199,-91.149597
United Air Lines Inc.,BWI,IAH,-9.251101321585903,118.0,-57.0,227,"Houston, TX",Texas,"Baltimore, MD",Maryland,29.9843997955322,-95.3414001464844,39.1754,-76.668297
United Air Lines Inc.,CHS,IAH,10.7,193.0,-26.0,20,"Houston, TX",Texas,"Charleston, SC",South Carolina,29.9843997955322,-95.3414001464844,32.89860153,-80.04049683
United Air Lines Inc.,CLE,IAH,-8.436363636363636,104.0,-40.0,165,"Houston, TX",Texas,"Cleveland, OH",Ohio,29.9843997955322,-95.3414001464844,41.4117012024,-81.8498001099
United Air Lines Inc.,CLT,IAH,-7.739495798319328,106.0,-35.0,119,"Houston, TX",Texas,"Charlotte, NC",North Carolina,29.9843997955322,-95.3414001464844,35.2140007019043,-80.9430999755859
United Air Lines Inc.,CMH,IAH,-4.666666666666667,9.0,-20.0,3,"Houston, TX",Texas,"Columbus, OH",Ohio,29.9843997955322,-95.3414001464844,39.998001,-82.891899
United Air Lines Inc.,CVG,IAH,8.6,124.0,-29.0,5,"Houston, TX",Texas,"Cincinnati, OH",Kentucky,29.9843997955322,-95.3414001464844,39.0488014221,-84.6678009033
United Air Lines Inc.,DCA,IAH,-10.135549872122763,134.0,-56.0,391,"Houston, TX",Texas,"Washington, DC",Virginia,29.9843997955322,-95.3414001464844,38.8521,-77.037697
United Air Lines Inc.,DEN,IAH,-4.709177078845325,685.0,-47.0,2321,"Houston, TX",Texas,"Denver, CO",Colorado,29.9843997955322,-95.3414001464844,39.861698150635,-104.672996521
United Air Lines Inc.,DFW,IAH,0.6557377049180327,276.0,-31.0,305,"Houston, TX",Texas,"Dallas/Fort Worth, TX",Texas,29.9843997955322,-95.3414001464844,32.896801,-97.038002
United Air Lines Inc.,DSM,IAH,0.17391304347826086,122.0,-25.0,23,"Houston, TX",Texas,"Des Moines, IA",Iowa,29.9843997955322,-95.3414001464844,41.5340003967285,-93.6631011962891
United Air Lines Inc.,DTW,IAH,-13.27659574468085,64.0,-37.0,47,"Houston, TX",Texas,"Detroit, MI",Michigan,29.9843997955322,-95.3414001464844,42.2123985290527,-83.353401184082
United Air Lines Inc.,EGE,IAH,-2.606382978723404,220.0,-45.0,94,"Houston, TX",Texas,"Eagle, CO",Colorado,29.9843997955322,-95.3414001464844,39.64260101,-106.9179993
United Air Lines Inc.,EWR,IAH,-7.557659208261618,317.0,-64.0,1743,"Houston, TX",Texas,"Newark, NJ",New Jersey,29.9843997955322,-95.3414001464844,40.6925010681152,-74.168701171875
United Air Lines Inc.,FLL,IAH,-6.928118393234672,1149.0,-42.0,946,"Houston, TX",Texas,"Fort Lauderdale, FL",Florida,29.9843997955322,-95.3414001464844,26.072599,-80.152702
United Air Lines Inc.,HDN,IAH,-4.606741573033708,159.0,-43.0,89,"Houston, TX",Texas,"Hayden, CO",Colorado,29.9843997955322,-95.3414001464844,40.48120117,-107.2180023
United Air Lines Inc.,HNL,IAH,-8.65925925925926,109.0,-53.0,135,"Houston, TX",Texas,"Honolulu, HI",Hawaii,29.9843997955322,-95.3414001464844,21.32062,-157.924228
United Air Lines Inc.,IAD,IAH,-12.067028985507246,366.0,-54.0,1104,"Houston, TX",Texas,"Washington, DC",Virginia,29.9843997955322,-95.3414001464844,38.94449997,-77.45580292
United Air Lines Inc.,IND,IAH,1.625,63.0,-21.0,16,"Houston, TX",Texas,"Indianapolis, IN",Indiana,29.9843997955322,-95.3414001464844,39.7173,-86.294403
United Air Lines Inc.,JAC,IAH,-11.820512820512821,132.0,-37.0,39,"Houston, TX",Texas,"Jackson, WY",Wyoming,29.9843997955322,-95.3414001464844,43.6072998046875,-110.737998962402
United Air Lines Inc.,JAX,IAH,-5.155778894472362,189.0,-31.0,199,"Houston, TX",Texas,"Jacksonville, FL",Florida,29.9843997955322,-95.3414001464844,30.4941005706787,-81.6878967285156
United Air Lines Inc.,LAS,IAH,-3.7689497716894977,681.0,-44.0,1095,"Houston, TX",Texas,"Las Vegas, NV",Nevada,29.9843997955322,-95.3414001464844,36.08010101,-115.1520004
United Air Lines Inc.,LAX,IAH,-8.04227733934611,212.0,-56.0,1774,"Houston, TX",Texas,"Los Angeles, CA",California,29.9843997955322,-95.3414001464844,33.94250107,-118.4079971
United Air Lines Inc.,LGA,IAH,-11.571428571428571,177.0,-55.0,413,"Houston, TX",Texas,"New York, NY",New York,29.9843997955322,-95.3414001464844,40.77719879,-73.87259674
United Air Lines Inc.,MAF,IAH,-2.521978021978022,656.0,-28.0,182,"Houston, TX",Texas,"Midland/Odessa, TX",Texas,29.9843997955322,-95.3414001464844,31.9424991607666,-102.202003479004
United Air Lines Inc.,MCI,IAH,-5.235294117647059,39.0,-23.0,17,"Houston, TX",Texas,"Kansas City, MO",Missouri,29.9843997955322,-95.3414001464844,39.2976,-94.713898
United Air Lines Inc.,MCO,IAH,-6.742629482071713,250.0,-41.0,1255,"Houston, TX",Texas,"Orlando, FL",Florida,29.9843997955322,-95.3414001464844,28.4293994903564,-81.3089981079102
United Air Lines Inc.,MEM,IAH,-13.6,-4.0,-20.0,5,"Houston, TX",Texas,"Memphis, TN",Tennessee,29.9843997955322,-95.3414001464844,35.0424003601074,-89.9766998291016
United Air Lines Inc.,MFE,IAH,-8.318181818181818,84.0,-36.0,154,"Houston, TX",Texas,"Mission/McAllen/Edinburg, TX",Texas,29.9843997955322,-95.3414001464844,26.17580032,-98.23860168
United Air Lines Inc.,MIA,IAH,-7.135933806146572,874.0,-45.0,846,"Houston, TX",Texas,"Miami, FL",Florida,29.9843997955322,-95.3414001464844,25.7931995391846,-80.2906036376953
United Air Lines Inc.,MSP,IAH,-3.5952380952380953,72.0,-38.0,42,"Houston, TX",Texas,"Minneapolis, MN",Minnesota,29.9843997955322,-95.3414001464844,44.882,-93.221802
United Air Lines Inc.,MSY,IAH,-4.099688473520249,633.0,-36.0,963,"Houston, TX",Texas,"New Orleans, LA",Louisiana,29.9843997955322,-95.3414001464844,29.9934005737305,-90.2580032348633
United Air Lines Inc.,OKC,IAH,-9.408163265306122,128.0,-25.0,98,"Houston, TX",Texas,"Oklahoma City, OK",Oklahoma,29.9843997955322,-95.3414001464844,35.3931007385254,-97.600700378418
United Air Lines Inc.,OMA,IAH,-2.5166666666666666,75.0,-32.0,60,"Houston, TX",Texas,"Omaha, NE",Nebraska,29.9843997955322,-95.3414001464844,41.3032,-95.894096
United Air Lines Inc.,ONT,IAH,4.5,7.0,2.0,2,"Houston, TX",Texas,"Ontario, CA",California,29.9843997955322,-95.3414001464844,34.0559997558594,-117.600997924805
United Air Lines Inc.,ORD,IAH,-10.518914107699155,871.0,-55.0,2247,"Houston, TX",Texas,"Chicago, IL",Illinois,29.9843997955322,-95.3414001464844,41.9786,-87.9048
United Air Lines Inc.,ORF,IAH,-2.8,54.0,-24.0,5,"Houston, TX",Texas,"Norfolk, VA",Virginia,29.9843997955322,-95.3414001464844,36.8945999145508,-76.2012023925781
United Air Lines Inc.,PBI,IAH,-11.487603305785123,94.0,-41.0,121,"Houston, TX",Texas,"West Palm Beach/Palm Beach, FL",Florida,29.9843997955322,-95.3414001464844,26.6832008361816,-80.0955963134766
United Air Lines Inc.,PDX,IAH,-6.858333333333333,404.0,-42.0,360,"Houston, TX",Texas,"Portland, OR",Oregon,29.9843997955322,-95.3414001464844,45.58869934,-122.5979996
United Air Lines Inc.,PHL,IAH,-10.994871794871795,122.0,-44.0,195,"Houston, TX",Texas,"Philadelphia, PA",Pennsylvania,29.9843997955322,-95.3414001464844,39.871898651123,-75.241096496582
United Air Lines Inc.,PHX,IAH,-7.717136150234742,341.0,-39.0,852,"Houston, TX",Texas,"Phoenix, AZ",Arizona,29.9843997955322,-95.3414001464844,33.4342994689941,-112.012001037598
United Air Lines Inc.,PIT,IAH,0.47297297297297297,255.0,-36.0,74,"Houston, TX",Texas,"Pittsburgh, PA",Pennsylvania,29.9843997955322,-95.3414001464844,40.49150085,-80.23290253
United Air Lines Inc.,PNS,IAH,22.574468085106382,770.0,-23.0,47,"Houston, TX",Texas,"Pensacola, FL",Florida,29.9843997955322,-95.3414001464844,30.473400115967,-87.186599731445
United Air Lines Inc.,PSP,IAH,10.583333333333334,86.0,-14.0,12,"Houston, TX",Texas,"Palm Springs, CA",California,29.9843997955322,-95.3414001464844,33.8297004699707,-116.50700378418
United Air Lines Inc.,RDU,IAH,-3.4375,160.0,-39.0,112,"Houston, TX",Texas,"Raleigh/Durham, NC",North Carolina,29.9843997955322,-95.3414001464844,35.8776016235352,-78.7874984741211
United Air Lines Inc.,RNO,IAH,-14.5,-6.0,-23.0,2,"Houston, TX",Texas,"Reno, NV",Nevada,29.9843997955322,-95.3414001464844,39.4990997314453,-119.767997741699
United Air Lines Inc.,RSW,IAH,-4.718274111675127,923.0,-43.0,394,"Houston, TX",Texas,"Fort Myers, FL",Florida,29.9843997955322,-95.3414001464844,26.5361995697021,-81.7552032470703
United Air Lines Inc.,SAN,IAH,-8.435239206534423,208.0,-41.0,857,"Houston, TX",Texas,"San Diego, CA",California,29.9843997955322,-95.3414001464844,32.7336006165,-117.190002441
United Air Lines Inc.,SAT,IAH,-0.8881431767337807,752.0,-37.0,894,"Houston, TX",Texas,"San Antonio, TX",Texas,29.9843997955322,-95.3414001464844,29.5337009429932,-98.4698028564453
United Air Lines Inc.,SAV,IAH,-18.0,-18.0,-18.0,1,"Houston, TX",Texas,"Savannah, GA",Georgia,29.9843997955322,-95.3414001464844,32.12760162,-81.20210266
United Air Lines Inc.,SDF,IAH,-10.0,-10.0,-10.0,1,"Houston, TX",Texas,"Louisville, KY",Kentucky,29.9843997955322,-95.3414001464844,38.1744,-85.736
United Air Lines Inc.,SEA,IAH,-11.481717011128776,239.0,-59.0,629,"Houston, TX",Texas,"Seattle, WA",Washington,29.9843997955322,-95.3414001464844,47.449001,-122.308998
United Air Lines Inc.,SFO,IAH,-9.550054406964092,594.0,-63.0,1838,"Houston, TX",Texas,"San Francisco, CA",California,29.9843997955322,-95.3414001464844,37.6189994812012,-122.375
United Air Lines Inc.,SJC,IAH,-8.392523364485982,225.0,-39.0,107,"Houston, TX",Texas,"San Jose, CA",California,29.9843997955322,-95.3414001464844,37.362598,-121.929001
United Air Lines Inc.,SJU,IAH,-11.992307692307692,224.0,-53.0,520,"Houston, TX",Texas,"San Juan, PR",Puerto Rico,29.9843997955322,-95.3414001464844,,
United Air Lines Inc.,SLC,IAH,-4.576704545454546,193.0,-36.0,352,"Houston, TX",Texas,"Salt Lake City, UT",Utah,29.9843997955322,-95.3414001464844,40.7883987426758,-111.977996826172
United Air Lines Inc.,SMF,IAH,-9.055555555555555,147.0,-44.0,252,"Houston, TX",Texas,"Sacramento, CA",California,29.9843997955322,-95.3414001464844,38.6954002380371,-121.591003417969
United Air Lines Inc.,SNA,IAH,-10.192151556156968,150.0,-46.0,739,"Houston, TX",Texas,"Santa Ana, CA",California,29.9843997955322,-95.3414001464844,33.67570114,-117.8679962
United Air Lines Inc.,STL,IAH,-1.0,18.0,-16.0,4,"Houston, TX",Texas,"St. Louis, MO",Missouri,29.9843997955322,-95.3414001464844,38.748697,-90.370003
United Air Lines Inc.,STT,IAH,-9.212962962962964,218.0,-41.0,108,"Houston, TX",Texas,"Charlotte Amalie, VI",U.S. Virgin Islands,29.9843997955322,-95.3414001464844,,
United Air Lines Inc.,TPA,IAH,-7.553571428571429,977.0,-40.0,840,"Houston, TX",Texas,"Tampa, FL",Florida,29.9843997955322,-95.3414001464844,27.9755001068115,-82.533203125
United Air Lines Inc.,TUL,IAH,-6.130952380952381,62.0,-30.0,84,"Houston, TX",Texas,"Tulsa, OK",Oklahoma,29.9843997955322,-95.3414001464844,36.1983985900879,-95.8880996704102
United Air Lines Inc.,TUS,IAH,-3.1311475409836067,203.0,-31.0,61,"Houston, TX",Texas,"Tucson, AZ",Arizona,29.9843997955322,-95.3414001464844,32.1161003112793,-110.94100189209
